complex_id,protein,pocket,n_frames,trajectory_end_ns,trajectory_path,primary_exclusion_reason
CDR2_CANAL|Milbemycin|pocket14|replica_1,CDR2_CANAL,pocket14,502,100.40000029933312,/media/zhenli/datadrive/valleyfevermutation/simulation_100ns_md_reruns/CDR2_CANAL/simulation_explicit/pocket14/replica_1/CDR2_CANAL_prepared_Milbemycin_pocket14_complex_recombined_complex_explicit_trajectory.dcd,excluded_negative_control_pocket_not_in_locked_headline_cohort
MDR1_CRYNH|Milbemycin|pocket12|replica_1,MDR1_CRYNH,pocket12,500,100.00000029814058,/media/zhenli/datadrive/valleyfevermutation/simulation_100ns_md_reruns/MDR1_CRYNH/simulation_explicit/pocket12/replica_1/MDR1_CRYNH_prepared_Milbemycin_pocket12_complex_recombined_complex_explicit_trajectory.dcd,excluded_negative_control_pocket_not_in_locked_headline_cohort
