candidate,n,auroc,p,nested_lopo_ba,sens,spec
R_term_18_20,42,0.7947214076246334,0.004226463375437681,0.718475073313783,0.7272727272727273,0.7096774193548387
R_final_20ns,42,0.7478005865102639,0.01622108403387507,0.6803519061583577,0.9090909090909091,0.45161290322580644
R_term_15_20,42,0.7800586510263929,0.006573580035595969,0.6407624633431085,0.6363636363636364,0.6451612903225806
