complex_id,status,error,rmsd_mean_3_5_A,T_mean_3_5_A,Theta_mean_3_5_rad,I_mean_3_5_A,rmsd_mean_8_10_A,T_mean_8_10_A,Theta_mean_8_10_rad,I_mean_8_10_A,rmsd_mean_13_15_A,T_mean_13_15_A,Theta_mean_13_15_rad,I_mean_13_15_A,rmsd_mean_18_20_A,T_mean_18_20_A,Theta_mean_18_20_rad,I_mean_18_20_A,rmsd_mean_28_30_A,T_mean_28_30_A,Theta_mean_28_30_rad,I_mean_28_30_A,rmsd_mean_48_50_A,T_mean_48_50_A,Theta_mean_48_50_rad,I_mean_48_50_A,n_frames,trajectory_end_ns
AFR1|Milbemycin|pocket3|replica_1,ok,,4.585683436211132,3.509240465434989,0.7370037662034702,1.2349774805659346,4.138675311208602,3.0225328488260144,0.7023614174718321,1.2888038893096108,4.68304353082815,3.444510061716612,0.7835328697634718,1.323596083962439,5.031739728497998,4.089642536850574,0.7282581979110538,1.2879681023031768,4.863040925085041,3.579511391201221,0.8393356010228302,1.2869828836489619,5.570938597950982,5.058982534929378,0.6196792804541441,1.2533603003119451,500,100.00000029814058
AFR1|Milbemycin|pocket10|replica_1,ok,,2.407993684223337,2.0849172051053,0.18796924913980814,0.9775733106980514,2.982013217076258,2.7827202908172204,0.15012572748270758,0.8941806741650935,2.966401438803081,2.707118950386803,0.19028105782704333,0.9316538001622228,3.017021032267635,2.775648137020927,0.18728036020511848,0.8871520052883807,3.622228019337113,3.3835950308789204,0.20886744893923093,0.9576265486132869,3.2156447511598816,2.9846950572315447,0.2057463891376483,0.8595483661054438,500,100.00000029814058
AFR1|Milbemycin|pocket11|replica_1,ok,,1.1210492308895077,0.7414564356804239,0.17485554339949866,0.5697105529322717,2.006276778082753,1.5702741601458685,0.23277490421216143,0.9131603721959867,2.2553563970189,1.7439750165311145,0.27779158152320843,0.952802664350898,2.071647303335172,1.7130215222723708,0.1807779839431032,0.9360552329974233,1.732636147493752,1.336990093123685,0.16132078510627268,0.9122237153016249,1.6635797313715919,1.268088425829646,0.151485698083321,0.8960618666290961,500,100.00000029814058
AFR1|Milbemycin|pocket2|replica_1,ok,,1.0521943520018024,0.7418650437785671,0.18948441469784597,0.2997761260116375,1.1087758774823298,0.8376826339246196,0.17160711931392741,0.4435939077408236,1.653080775599758,1.2705067243410506,0.2119159779310704,0.7088411037893754,2.197762866805474,1.4909440068063233,0.31832706995461496,1.1380750369352588,2.261600317264477,1.5147820754177475,0.3587856976097345,1.1824368261076605,4.2915490380237875,3.917343494503565,0.3634345975693196,1.0972117388213904,500,100.00000029814058
AFR1|Milbemycin|pocket8|replica_1,ok,,2.8101647703344463,2.0028023713683356,0.4418358323644693,1.2453578339289246,2.9317600637984857,2.0663085764637876,0.48280134233726346,1.2442545379110153,2.7466810473893664,1.1173840216896236,0.6305647154164872,1.1841608360345999,2.928170262228453,1.0188443215391276,0.68514902930137,1.201800407124234,2.7083180890273786,0.5188221643917825,0.6478372300830781,1.229792255972388,2.562084526399342,0.7902403097967781,0.5861852243814424,1.2028517999916772,500,100.00000029814058
AFR1|Milbemycin|pocket9|replica_1,ok,,3.402830784868856,1.510637013665155,0.7582840831402448,2.0298273236573627,3.642536289479938,2.0121518681681776,0.7678626813852023,1.9432065480758622,3.801125714577132,2.123108492825363,0.8272901610472566,1.9608990670022992,4.954247935826008,3.568126404843649,0.9757634861910187,1.9570386471499,5.801328617918757,3.592909995371294,1.3381418076062053,1.9323272832298413,6.118658752756656,4.037095407360784,1.3485529029298264,1.901947182780188,501,100.20000029873685
ATRF_ASPFU|Milbemycin|pocket1|replica_1,ok,,0.8465921306729886,0.6539881526553727,0.13298236360033597,0.30254003507519617,2.748822721396567,2.0181299407343105,0.5905095936177909,0.6370078330455625,2.7477108747403687,2.033757294207247,0.5793811699234891,0.639047784267436,3.087875571221137,2.3637267769552963,0.636962434584634,0.637633893780046,3.0142449231982313,2.744060521997454,0.37921681976346383,0.5632682965162109,2.4611906656090845,2.275282425729001,0.27911785295304453,0.35610134340253236,500,100.00000029814058
ATRF_ASPFU|Milbemycin|pocket11|replica_1,ok,,2.523473942968111,1.8297407691986307,0.37199515458946214,0.7655853715034223,3.02558682073948,2.3990099507434497,0.4067013613643915,0.8106492796713826,3.2337924513913094,2.43581059043679,0.48126520776075377,0.8317009844031745,5.903697590630233,4.363098357935531,1.212659059872861,0.8948828593083977,5.519773681393555,3.95745017442902,1.1895983268875399,0.9231204795394603,6.232307316624719,4.059419949979868,1.5842417682753345,1.3753181222000483,500,100.00000029814058
CDR1_CANAR|Milbemycin|pocket11|replica_1,ok,,3.093230788757459,2.706226546436246,0.29803911594448756,1.0332151440159492,3.3418919063433106,1.5620171695040435,0.9350404912638628,0.5782090814073698,3.826969577452125,2.0835905299160977,1.0165464076723543,0.47262275190824143,4.058915311048265,2.4200382654112254,1.0372321826102406,0.5500931569642002,4.263284479447028,3.3144068065833623,0.8330543682527572,0.6285865185435752,4.666113743021338,4.021678684433991,0.7089435971512935,0.6199507827310178,500,100.00000029814058
CDR1_CANAR|Milbemycin|pocket2|replica_1,ok,,2.1037191164710967,1.5417186288883251,0.29379329154905653,0.6774084869906482,2.1385469016800505,1.4747906680652085,0.3220874586992792,0.6627644521959944,2.2106699521285362,1.7714340909586823,0.28079504502141833,0.6922140608269686,2.058618460814053,1.5641567132987781,0.2817182278660423,0.691926041402935,2.309713354530334,1.8982624953610072,0.2727881004134023,0.7069969477626977,2.8904028866610174,1.6958277804066797,0.42933206744670754,1.9365708584706527,500,100.00000029814058
