model,features,outcome,n,n_proteins,n_retained,n_nonretained,scaler,penalty,regularization_C,solver,max_iter,tolerance,fit_intercept,class_weight,decision_threshold,hyperparameter_tuning,pandas_version,scikit_learn_version,auroc_oof_probability,balanced_accuracy,sensitivity_retained,specificity_nonretained,correct_stop_tn,false_stop_fn,correct_continue_tp,nonretained_continue_fp
two_feature_corrected_pose_lopo,same_traj_pose_rmsd_18_20_A;same_traj_centroid_displacement_18_20_A,late_pose_retained_locked,52,15,13,39,"StandardScaler(with_mean=True, with_std=True), fit within outer training fold",l2,1.0,lbfgs,100,0.0001,True,balanced,0.5,none,3.0.3,1.4.0,0.8382642998027614,0.7564102564102564,0.8461538461538461,0.6666666666666666,26,2,11,13
