checkpoint_ns,n,proteins,auroc,ci_low,ci_high,n_nonnull
5,81,16,0.8207720588235294,0.7476921296296296,0.8842023647993796,81
10,81,16,0.8014705882352942,0.6902471115711168,0.8835829327936588,81
15,81,16,0.8143382352941176,0.7069831378299121,0.886682697819684,81
20,81,16,0.8180147058823529,0.7311679122764028,0.8884322117276663,81
30,81,16,0.8612132352941176,0.7681818181818182,0.9315745422561155,81
